card_id,version_added,current_status,card_name,component,card_type,slot,tenet,brand,cost,tips,appeal,ls,sp,quantity,rules_text,notes,ip_marker,source_doc
HH-125,v7.9,active,Black Hole Handbag,Wardrobe,Fashion,Accessory,Blue,Void,6,0,4,5,0,1,"Deep Storage: Once per turn when you archive a card from hand, gain 1 Appeal.",v7.9 unique Void Accessory design.,,data/v7_9_card_database.csv
HH-126,v7.9,active,Femme Fatale Waves,Wardrobe,Fashion,Wig,Purple,Velvet Trap,4,1,2,2,0,1,"Fusion: If your Body Master is Purple, gain 1 Tip.",v7.9 unique Velvet Trap Wig design.,,data/v7_9_card_database.csv
HH-127,v7.9,active,Finger-Wave Snare,Wardrobe,Fashion,Wig,Purple,Velvet Trap,5,1,2,1,0,1,Equip: Choose an opponent; they either archive 1 card from hand or you draw 1 card.,v7.9 unique Velvet Trap Wig design.,,data/v7_9_card_database.csv
HH-128,v7.9,active,Midnight Pin Curls,Wardrobe,Fashion,Wig,Purple,Velvet Trap,3,2,2,3,0,1,"Shopping: If an opponent has more cards in hand than you, gain 1 Tip.",v7.9 unique Velvet Trap Wig design.,,data/v7_9_card_database.csv
HH-129,v7.9,active,Satin Siren Bob,Wardrobe,Fashion,Wig,Purple,Velvet Trap,4,1,3,2,0,1,"Reveal: If an opponent has more Gross SP than you, gain 2 Appeal.",v7.9 unique Velvet Trap Wig design.,,data/v7_9_card_database.csv
HH-130,v7.9,active,Velvet Corset,Wardrobe,Fashion,Body,Purple,Velvet Trap,5,1,3,2,0,1,Matching: Gain +1 LS in Dragdagulan†.,v7.9 unique Velvet Trap Body design.,†,data/v7_9_card_database.csv
HH-131,v7.9,active,Satin Snare Gown,Wardrobe,Fashion,Body,Purple,Velvet Trap,6,0,3,1,0,1,Equip: Choose an opponent; their first purchase on their next turn costs 1 additional Tip.,v7.9 unique Velvet Trap Body design.,,data/v7_9_card_database.csv
HH-132,v7.9,active,Cabaret Bustier,Wardrobe,Fashion,Body,Purple,Velvet Trap,4,1,3,3,0,1,"Reaction: When an Attack targets you, you may archive 1 card from hand to cancel that Attack; once per round.",v7.9 unique Velvet Trap Body design.,,data/v7_9_card_database.csv
HH-133,v7.9,active,Boudoir Column Dress,Wardrobe,Fashion,Body,Purple,Velvet Trap,5,1,4,2,0,1,Reveal: Choose an opponent; they choose whether you gain 2 Appeal or they lose 1 Tip.,v7.9 unique Velvet Trap Body design.,,data/v7_9_card_database.csv
HH-134,v7.9,active,Silk Stocking Heels,Wardrobe,Fashion,Shoes,Purple,Velvet Trap,4,1,1,2,0,1,"Fusion: Gain 1 Appeal for each Purple Master you have, maximum 3.",v7.9 unique Velvet Trap Shoes design.,,data/v7_9_card_database.csv
HH-135,v7.9,active,Opera Pumps,Wardrobe,Fashion,Shoes,Purple,Velvet Trap,5,1,1,1,0,1,"Reveal: If you have fewer cards in hand than any opponent, gain 2 Appeal.",v7.9 unique Velvet Trap Shoes design.,,data/v7_9_card_database.csv
HH-136,v7.9,active,Velvet Thigh Boots,Wardrobe,Fashion,Shoes,Purple,Velvet Trap,3,2,1,3,0,1,"Shopping: After you buy an Action this turn, gain 1 Appeal; once per turn.",v7.9 unique Velvet Trap Shoes design.,,data/v7_9_card_database.csv
HH-137,v7.9,active,Boudoir Mules,Wardrobe,Fashion,Shoes,Purple,Velvet Trap,4,1,2,2,0,1,"Dragdagulan†: If you have a Matching Look, the defender gets -1 LS, minimum 0.",v7.9 unique Velvet Trap Shoes design.,†,data/v7_9_card_database.csv
HH-138,v7.9,active,Vamp Lip,Wardrobe,Fashion,Face,Purple,Velvet Trap,4,1,2,2,0,1,"Matching: The first time you would lose Tips this turn, prevent 1 of that loss.",v7.9 unique Velvet Trap Face design.,,data/v7_9_card_database.csv
HH-139,v7.9,active,Smoky Cat Eye,Wardrobe,Fashion,Face,Purple,Velvet Trap,5,1,2,1,0,1,"Equip: Look at an opponent's hand; they choose 1 card from it to archive, then draw 1 card.",v7.9 unique Velvet Trap Face design.,,data/v7_9_card_database.csv
HH-140,v7.9,active,Poison Rouge,Wardrobe,Fashion,Face,Purple,Velvet Trap,3,2,2,3,0,1,Reveal: Choose an opponent; they choose to lose 1 Tip or let you gain 1 Tip.,v7.9 unique Velvet Trap Face design.,,data/v7_9_card_database.csv
HH-141,v7.9,active,Beauty Mark,Wardrobe,Fashion,Face,Purple,Velvet Trap,4,1,3,2,0,1,"Slay: After you Slay a Stage, draw 1 card then archive 1 card from hand.",v7.9 unique Velvet Trap Face design.,,data/v7_9_card_database.csv
HH-142,v7.9,active,Feather Boa,Wardrobe,Fashion,Accessory,Purple,Velvet Trap,3,2,2,1,0,1,"Matching: Gain +1 LS for each Purple Master you have, maximum +3.",v7.9 unique Velvet Trap Accessory design.,,data/v7_9_card_database.csv
HH-143,v7.9,active,Opera Gloves,Wardrobe,Fashion,Accessory,Purple,Velvet Trap,4,1,2,0,0,1,Reaction: Archive this Master to cancel an Attack that targets you.,v7.9 unique Velvet Trap Accessory design.,,data/v7_9_card_database.csv
HH-144,v7.9,active,Jeweled Clutch,Wardrobe,Fashion,Accessory,Purple,Velvet Trap,2,2,2,2,0,1,Equip: Choose a Wardrobe Rack card; opponents pay 2 additional Tips to buy that card until your next turn.,v7.9 unique Velvet Trap Accessory design.,,data/v7_9_card_database.csv
HH-145,v7.9,active,Cigarette Holder,Wardrobe,Fashion,Accessory,Purple,Velvet Trap,3,2,3,1,0,1,Equip: Choose an opponent; they either archive the top card of their Deck or you gain 2 Appeal.,v7.9 unique Velvet Trap Accessory design.,,data/v7_9_card_database.csv
HH-146,v7.9,active,Pageant Updo,Wardrobe,Fashion,Wig,Purple,Gilded Cage,6,0,3,4,0,1,Matching: Gain +2 LS in Dragdagulan†. Opponent effects cannot force you to archive this Master.,v7.9 unique Gilded Cage Wig design.,†,data/v7_9_card_database.csv
HH-147,v7.9,active,Crowned Chignon,Wardrobe,Fashion,Wig,Purple,Gilded Cage,7,0,4,5,0,1,Final Judging: Gain +1 SP if you have at least 3 Gilded Cage Masters.,v7.9 unique Gilded Cage Wig design.,,data/v7_9_card_database.csv
HH-148,v7.9,active,Sequined Gown,Wardrobe,Fashion,Body,Purple,Gilded Cage,8,0,6,5,0,1,Final Judging: Gain +2 SP if this is your Body Master.,v7.9 unique Gilded Cage Body design.,,data/v7_9_card_database.csv
HH-149,v7.9,active,Imperial Ballgown,Wardrobe,Fashion,Body,Purple,Gilded Cage,9,0,7,6,0,1,"Slay: If the Stage's Featured Brand is Gilded Cage, gain 1 additional Gross SP.",v7.9 unique Gilded Cage Body design.,,data/v7_9_card_database.csv
HH-150,v7.9,active,Glass Slippers,Wardrobe,Fashion,Shoes,Purple,Gilded Cage,6,0,3,3,0,1,"Fusion: If your Body Master is Purple, gain 4 Appeal.",v7.9 unique Gilded Cage Shoes design.,,data/v7_9_card_database.csv
HH-151,v7.9,active,Gold Leaf Pumps,Wardrobe,Fashion,Shoes,Purple,Gilded Cage,7,0,4,4,0,1,"Reveal: If all four core Masters have printed Cost 5+, gain 3 Appeal.",v7.9 unique Gilded Cage Shoes design.,,data/v7_9_card_database.csv
HH-152,v7.9,active,Rhinestone Tears,Wardrobe,Fashion,Face,Purple,Gilded Cage,5,1,3,3,0,1,"Slay: After you Slay a Stage, gain 1 Tip after resolving its reward.",v7.9 unique Gilded Cage Face design.,,data/v7_9_card_database.csv
HH-153,v7.9,active,Diamond Cut Crease,Wardrobe,Fashion,Face,Purple,Gilded Cage,6,0,4,4,0,1,Final Judging: Gain +1 SP if you have no Penalties.,v7.9 unique Gilded Cage Face design.,,data/v7_9_card_database.csv
HH-154,v7.9,active,Diamond Scepter,Wardrobe,Fashion,Accessory,Purple,Gilded Cage,7,0,5,5,0,1,"Slay: Whenever you Slay a Stage, gain 1 additional Gross SP.",v7.9 unique Gilded Cage Accessory design.,,data/v7_9_card_database.csv
HH-155,v7.9,active,Trophy Collar,Wardrobe,Fashion,Accessory,Purple,Gilded Cage,8,0,6,6,0,1,"Final Judging: Gain +1 SP for each other Gilded Cage Master you have, maximum +2.",v7.9 unique Gilded Cage Accessory design.,,data/v7_9_card_database.csv
HH-156,v7.9,active,Spaghetti Wig,Wardrobe,Fashion,Wig,Yellow,Trash Can,3,2,1,1,0,1,Equip: You may trash 1 Starter card from your hand.,v7.9 unique Trash Can Wig design.,,data/v7_9_card_database.csv
HH-157,v7.9,active,Mop-Head Majesty,Wardrobe,Fashion,Wig,Yellow,Trash Can,4,1,2,0,0,1,"Equip: If you trash a Starter card from hand this turn, draw 1 card.",v7.9 unique Trash Can Wig design.,,data/v7_9_card_database.csv
HH-158,v7.9,active,Packing-Peanut Bouffant,Wardrobe,Fashion,Wig,Yellow,Trash Can,2,2,1,2,0,1,"Reveal: If your Trash contains at least 3 of your cards, gain 2 Appeal.",v7.9 unique Trash Can Wig design.,,data/v7_9_card_database.csv
HH-159,v7.9,active,Bin Bag Gown,Wardrobe,Fashion,Body,Yellow,Trash Can,4,1,2,2,0,1,Equip: You may trash 1 card from your Archive.,v7.9 unique Trash Can Body design.,,data/v7_9_card_database.csv
HH-160,v7.9,active,Cardboard Couture,Wardrobe,Fashion,Body,Yellow,Trash Can,5,1,3,1,0,1,"Reveal: Gain 1 Appeal for each of your cards trashed this turn, maximum 2.",v7.9 unique Trash Can Body design.,,data/v7_9_card_database.csv
HH-161,v7.9,active,Bubble-Wrap Bustier,Wardrobe,Fashion,Body,Yellow,Trash Can,3,2,2,3,0,1,Shopping: You may buy 1 Fashion card from the Trash this turn for 1 Tip less than its printed Cost.,v7.9 unique Trash Can Body design.,,data/v7_9_card_database.csv
HH-162,v7.9,active,Duct Tape Boots,Wardrobe,Fashion,Shoes,Yellow,Trash Can,3,2,1,1,0,1,"Fusion: Gain 1 Appeal for each of your cards trashed this turn, maximum 3.",v7.9 unique Trash Can Shoes design.,,data/v7_9_card_database.csv
HH-163,v7.9,active,Milk-Crate Platforms,Wardrobe,Fashion,Shoes,Yellow,Trash Can,4,1,2,0,0,1,"After you trash one of your own cards, gain 1 Tip; once per turn.",v7.9 unique Trash Can Shoes design.,,data/v7_9_card_database.csv
HH-164,v7.9,active,Zip-Tie Sandals,Wardrobe,Fashion,Shoes,Yellow,Trash Can,2,2,1,2,0,1,"Shopping: If you trashed one of your own cards this turn, your first purchase costs 1 fewer Tip.",v7.9 unique Trash Can Shoes design.,,data/v7_9_card_database.csv
HH-165,v7.9,active,Sharpie Brows,Wardrobe,Fashion,Face,Yellow,Trash Can,2,2,1,0,0,1,Fusion: Choose one Tenet represented in your Trash; this card also counts as that Tenet for Fusion this turn.,v7.9 unique Trash Can Face design.,,data/v7_9_card_database.csv
HH-166,v7.9,active,Foil-Lid Shadow,Wardrobe,Fashion,Face,Yellow,Trash Can,3,2,2,0,0,1,"Reveal: If you played at least two cards with printed Tips 0 this turn, gain 2 Appeal.",v7.9 unique Trash Can Face design.,,data/v7_9_card_database.csv
HH-167,v7.9,active,Sticker Gem Face,Wardrobe,Fashion,Face,Yellow,Trash Can,1,2,1,1,0,1,"Equip: Trash the top card of your Deck; if it is a Starter card, draw 1 card.",v7.9 unique Trash Can Face design.,,data/v7_9_card_database.csv
HH-168,v7.9,active,Rat Tail Purse,Wardrobe,Fashion,Accessory,Yellow,Trash Can,3,2,2,1,0,1,Equip: Return one of your trashed cards with printed Cost 2 or less to your Archive.,v7.9 unique Trash Can Accessory design.,,data/v7_9_card_database.csv
HH-169,v7.9,active,Bottle-Cap Brooch,Wardrobe,Fashion,Accessory,Yellow,Trash Can,4,1,3,0,0,1,Equip: Choose one of your trashed Starter cards and put it on the bottom of your Deck.,v7.9 unique Trash Can Accessory design.,,data/v7_9_card_database.csv
HH-170,v7.9,active,Grocery-Bag Fan,Wardrobe,Fashion,Accessory,Yellow,Trash Can,2,2,2,2,0,1,"Reveal: If your Trash contains at least two different Fashion slots, gain 2 Appeal.",v7.9 unique Trash Can Accessory design.,,data/v7_9_card_database.csv
HH-171,v7.9,active,Rainbow Afro,Wardrobe,Fashion,Wig,Yellow,Big Top,4,1,2,2,0,1,Fusion: This card may count as any one non-Neutral Tenet for Fusion this turn.,v7.9 unique Big Top Wig design.,,data/v7_9_card_database.csv
HH-172,v7.9,active,Ringmaster Roll,Wardrobe,Fashion,Wig,Yellow,Big Top,5,1,3,3,0,1,"Equip: Reveal the top card of your Deck; if its printed Tips are 0, gain 3 Appeal, otherwise draw it then archive 1 card from hand.",v7.9 unique Big Top Wig design.,,data/v7_9_card_database.csv
HH-173,v7.9,active,Polka Dot Jumpsuit,Wardrobe,Fashion,Body,Yellow,Big Top,5,1,3,3,0,1,Equip: Draw 2 cards; choose an opponent to draw 1 card.,v7.9 unique Big Top Body design.,,data/v7_9_card_database.csv
HH-174,v7.9,active,Big Top Bodysuit,Wardrobe,Fashion,Body,Yellow,Big Top,6,0,4,4,0,1,"Reveal: Reveal the top card of your Deck; if its printed Cost is odd, gain 3 Appeal, otherwise gain 1 Tip. Leave it on top.",v7.9 unique Big Top Body design.,,data/v7_9_card_database.csv
HH-175,v7.9,active,Chicken Feet,Wardrobe,Fashion,Shoes,Yellow,Big Top,4,1,2,2,0,1,"Fusion: Gain 1 Tip for each of your cards trashed this turn, maximum 2.",v7.9 unique Big Top Shoes design.,,data/v7_9_card_database.csv
HH-176,v7.9,active,Trapeze Boots,Wardrobe,Fashion,Shoes,Yellow,Big Top,5,1,3,3,0,1,"Reveal: Choose odd or even, then reveal the top card of your Deck; if its Cost matches your call gain 3 Appeal, otherwise lose 1 Appeal, minimum 0.",v7.9 unique Big Top Shoes design.,,data/v7_9_card_database.csv
HH-177,v7.9,active,Clown White,Wardrobe,Fashion,Face,Yellow,Big Top,3,2,2,2,0,1,Matching: Gain +1 LS in Dragdagulan†. Fusion: This card may count as any one non-Neutral Tenet for Fusion this turn.,v7.9 unique Big Top Face design.,†,data/v7_9_card_database.csv
HH-178,v7.9,active,Confetti Face,Wardrobe,Fashion,Face,Yellow,Big Top,4,1,3,3,0,1,"Reveal: Reveal the top card of your Deck; if its printed Tips are 0 gain 2 Appeal, otherwise gain 1 Tip. Leave it on top.",v7.9 unique Big Top Face design.,,data/v7_9_card_database.csv
HH-179,v7.9,active,Rubber Chicken,Wardrobe,Fashion,Accessory,Yellow,Big Top,3,2,2,2,0,1,Equip: Choose an opponent; they put 1 card from hand on top of their Deck.,v7.9 unique Big Top Accessory design.,,data/v7_9_card_database.csv
HH-180,v7.9,active,Balloon Animal Purse,Wardrobe,Fashion,Accessory,Yellow,Big Top,4,1,3,3,0,1,"Equip: Send the leftmost and rightmost Wardrobe Rack cards to the bottom of the Wardrobe Deck, then refill both spaces.",v7.9 unique Big Top Accessory design.,,data/v7_9_card_database.csv
HH-181,v7.9,active,Antler Crown,Wardrobe,Fashion,Wig,Yellow,Swamp Witch,6,0,3,4,0,1,Equip: Look at the top 3 cards of the Stage Deck and put them back in any order.,v7.9 unique Swamp Witch Wig design.,,data/v7_9_card_database.csv
HH-182,v7.9,active,Spanish Moss Braids,Wardrobe,Fashion,Wig,Yellow,Swamp Witch,7,0,4,5,0,1,"Deep Storage: At Reveal, if this card is in Deep Storage, look at the top 2 cards of your Deck and put them back in any order.",v7.9 unique Swamp Witch Wig design.,,data/v7_9_card_database.csv
HH-183,v7.9,active,Living Moss Robe,Wardrobe,Fashion,Body,Yellow,Swamp Witch,7,0,5,4,0,1,"Fusion: While this is your Body Master, choose one non-Neutral Tenet represented in Deep Storage; this card also counts as that Tenet this turn. Deep Storage.",v7.9 unique Swamp Witch Body design.,,data/v7_9_card_database.csv
HH-184,v7.9,active,Bogwater Gown,Wardrobe,Fashion,Body,Yellow,Swamp Witch,8,0,6,5,0,1,"Reveal: If you have a card in Deep Storage gain 2 Appeal; if you have 2+ cards there, gain 3 Appeal instead.",v7.9 unique Swamp Witch Body design.,,data/v7_9_card_database.csv
HH-185,v7.9,active,Cloven Hooves,Wardrobe,Fashion,Shoes,Yellow,Swamp Witch,6,0,3,3,0,1,"Shopping: You may buy 1 Fashion card from the Trash this turn by paying its printed Cost, then put it in your Archive.",v7.9 unique Swamp Witch Shoes design.,,data/v7_9_card_database.csv
HH-186,v7.9,active,Marshland Boots,Wardrobe,Fashion,Shoes,Yellow,Swamp Witch,7,0,4,4,0,1,Equip: You may move 1 Fashion card from your Archive into Deep Storage.,v7.9 unique Swamp Witch Shoes design.,,data/v7_9_card_database.csv
HH-187,v7.9,active,Mud Mask,Wardrobe,Fashion,Face,Yellow,Swamp Witch,5,1,2,4,0,1,"Matching: Gain +2 LS in Dragdagulan†; if you also have a card in Deep Storage, gain +1 additional LS.",v7.9 unique Swamp Witch Face design.,†,data/v7_9_card_database.csv
HH-188,v7.9,active,Firefly Freckles,Wardrobe,Fashion,Face,Yellow,Swamp Witch,6,0,3,5,0,1,"Fusion: Gain 1 Appeal for each distinct non-Neutral Tenet represented in your Deep Storage, maximum 3.",v7.9 unique Swamp Witch Face design.,,data/v7_9_card_database.csv
HH-189,v7.9,active,Bog Root Charm,Wardrobe,Fashion,Accessory,Yellow,Swamp Witch,5,1,3,3,0,1,"Equip: Return a Fashion card from your Archive to your hand, then move this Master into Deep Storage.",v7.9 unique Swamp Witch Accessory design.,,data/v7_9_card_database.csv
HH-190,v7.9,active,Frogbone Talisman,Wardrobe,Fashion,Accessory,Yellow,Swamp Witch,6,0,4,4,0,1,"Deep Storage: At Cleanup, you may put 1 card from your Archive on top of your Deck.",v7.9 unique Swamp Witch Accessory design.,,data/v7_9_card_database.csv
HH-191,v7.9,active,"Ten, Ten, Tens!",Wardrobe,Action — Vogue Hands,none,Neutral,,3,2,0,2,0,1,Vogue — Hands: Gain 2 Appeal. The next Vogue — Walk Action you play this turn gains +1 Appeal.,Vogue chain opener.,,data/v7_9_card_database.csv
HH-192,v7.9,active,"Hands, Hands, Hands!",Wardrobe,Action — Vogue Hands,none,Neutral,,2,2,0,1,0,1,"Vogue — Hands: Draw 1 card, then archive 1 card from hand. If you have a Complete Coordinate, gain 1 Appeal.",Vogue chain opener / filtering.,,data/v7_9_card_database.csv
HH-193,v7.9,active,Catwalk Strut,Wardrobe,Action — Vogue Walk,none,Neutral,,4,1,0,2,0,1,"Vogue — Walk: Gain 2 Appeal. If played after a Vogue — Hands Action this turn, draw 1 card.",Vogue chain middle.,,data/v7_9_card_database.csv
HH-194,v7.9,active,Runway Pivot,Wardrobe,Action — Vogue Walk,none,Neutral,,3,2,0,1,0,1,"Vogue — Walk: Gain 1 Tip. If played after a Vogue — Hands Action this turn, gain 1 Appeal.",Vogue chain middle / economy.,,data/v7_9_card_database.csv
HH-195,v7.9,active,Spin & Dip,Wardrobe,Action — Vogue Finish,none,Neutral,,6,0,0,3,0,1,"Vogue — Finish: Gain 3 Appeal. If played after a Vogue — Walk Action this turn, gain 2 additional Appeal.",Vogue finisher.,,data/v7_9_card_database.csv
HH-196,v7.9,active,Final Pose,Wardrobe,Action — Vogue Finish,none,Neutral,,5,1,0,3,0,1,"Vogue — Finish: If your Coordinate is Complete, gain 2 Appeal; if it is Matching, gain 3 Appeal instead.",Vogue finisher / Look payoff.,,data/v7_9_card_database.csv
HH-197,v7.9,active,Shade Fan,Wardrobe,Action — Reaction,none,Neutral,,3,2,0,0,0,1,Reaction: Archive this card from hand to cancel one Attack effect that targets you.,Defensive reaction.,,data/v7_9_card_database.csv
HH-198,v7.9,active,Read the Room,Wardrobe,Action,none,Neutral,,3,2,0,1,0,1,"Play: Look at the top 3 cards of your Deck; put 1 on top, archive 1, and put 1 on the bottom.",Deck setup.,,data/v7_9_card_database.csv
HH-199,v7.9,active,Quick Change,Wardrobe,Action,none,Neutral,,4,1,0,1,0,1,Play: Return one of your Masters to hand; you may immediately equip a Fashion card from hand into that slot.,Coordinate flexibility.,,data/v7_9_card_database.csv
HH-200,v7.9,active,Spotlight Steal,Wardrobe,Action,none,Neutral,,4,1,0,2,0,1,"Play: If any opponent has more Gross SP than you, gain 3 Appeal; otherwise gain 1 Appeal.",Catch-up performance.,,data/v7_9_card_database.csv
HH-201,v7.9,active,Encore!,Wardrobe,Action,none,Neutral,,5,1,0,2,0,1,"Play: Return another Action from your Archive to your hand, then archive this card.",Action recursion.,,data/v7_9_card_database.csv
HH-202,v7.9,active,House Music,Wardrobe,Action,none,Neutral,,4,1,0,1,0,1,"Play: Draw 2 cards, then archive 1 card from hand.",Hand velocity.,,data/v7_9_card_database.csv
HH-203,v7.9,active,Wardrobe Reset,Wardrobe,Action,none,Neutral,,2,2,0,0,0,1,Play: Choose 1 card in the Wardrobe Rack; put it on the bottom of the Wardrobe Deck and refill that space.,Market control.,,data/v7_9_card_database.csv
HH-204,v7.9,active,Camera Ready,Wardrobe,Action,none,Neutral,,6,0,0,3,0,1,"Play: Gain 1 Appeal for each filled core slot in your Coordinate, maximum 4.",Coordinate payoff.,,data/v7_9_card_database.csv
HH-205,pre-v7.9,active,Thrift Store Throwback — Face,Thrift,Fashion,Face,Neutral,,2,1,1,1,0,1,Reveal: Choose one non-Neutral Tenet for this card until Cleanup. It has no Brand.,Thrift Store flexible Fashion.,,data/v7_9_card_database.csv
HH-206,pre-v7.9,active,Thrift Store Throwback — Face,Thrift,Fashion,Face,Neutral,,2,1,1,1,0,1,Reveal: Choose one non-Neutral Tenet for this card until Cleanup. It has no Brand.,Thrift Store flexible Fashion.,,data/v7_9_card_database.csv
HH-207,pre-v7.9,active,Thrift Store Throwback — Face,Thrift,Fashion,Face,Neutral,,2,1,1,1,0,1,Reveal: Choose one non-Neutral Tenet for this card until Cleanup. It has no Brand.,Thrift Store flexible Fashion.,,data/v7_9_card_database.csv
HH-208,pre-v7.9,active,Thrift Store Throwback — Wig,Thrift,Fashion,Wig,Neutral,,2,1,1,1,0,1,Reveal: Choose one non-Neutral Tenet for this card until Cleanup. It has no Brand.,Thrift Store flexible Fashion.,,data/v7_9_card_database.csv
HH-209,pre-v7.9,active,Thrift Store Throwback — Wig,Thrift,Fashion,Wig,Neutral,,2,1,1,1,0,1,Reveal: Choose one non-Neutral Tenet for this card until Cleanup. It has no Brand.,Thrift Store flexible Fashion.,,data/v7_9_card_database.csv
HH-210,pre-v7.9,active,Thrift Store Throwback — Wig,Thrift,Fashion,Wig,Neutral,,2,1,1,1,0,1,Reveal: Choose one non-Neutral Tenet for this card until Cleanup. It has no Brand.,Thrift Store flexible Fashion.,,data/v7_9_card_database.csv
HH-211,pre-v7.9,active,Thrift Store Throwback — Body,Thrift,Fashion,Body,Neutral,,3,1,2,1,0,1,Reveal: Choose one non-Neutral Tenet for this card until Cleanup. It has no Brand.,Thrift Store flexible Fashion.,,data/v7_9_card_database.csv
HH-212,pre-v7.9,active,Thrift Store Throwback — Body,Thrift,Fashion,Body,Neutral,,3,1,2,1,0,1,Reveal: Choose one non-Neutral Tenet for this card until Cleanup. It has no Brand.,Thrift Store flexible Fashion.,,data/v7_9_card_database.csv
HH-213,pre-v7.9,active,Thrift Store Throwback — Body,Thrift,Fashion,Body,Neutral,,3,1,2,1,0,1,Reveal: Choose one non-Neutral Tenet for this card until Cleanup. It has no Brand.,Thrift Store flexible Fashion.,,data/v7_9_card_database.csv
HH-214,pre-v7.9,active,Thrift Store Throwback — Body,Thrift,Fashion,Body,Neutral,,3,1,2,1,0,1,Reveal: Choose one non-Neutral Tenet for this card until Cleanup. It has no Brand.,Thrift Store flexible Fashion.,,data/v7_9_card_database.csv
HH-215,pre-v7.9,active,Thrift Store Throwback — Shoes,Thrift,Fashion,Shoes,Neutral,,2,1,1,1,0,1,Reveal: Choose one non-Neutral Tenet for this card until Cleanup. It has no Brand.,Thrift Store flexible Fashion.,,data/v7_9_card_database.csv
HH-216,pre-v7.9,active,Thrift Store Throwback — Shoes,Thrift,Fashion,Shoes,Neutral,,2,1,1,1,0,1,Reveal: Choose one non-Neutral Tenet for this card until Cleanup. It has no Brand.,Thrift Store flexible Fashion.,,data/v7_9_card_database.csv
HH-217,pre-v7.9,active,Thrift Store Throwback — Shoes,Thrift,Fashion,Shoes,Neutral,,2,1,1,1,0,1,Reveal: Choose one non-Neutral Tenet for this card until Cleanup. It has no Brand.,Thrift Store flexible Fashion.,,data/v7_9_card_database.csv
HH-218,pre-v7.9,active,Thrift Store Throwback — Accessory,Thrift,Fashion,Accessory,Neutral,,2,1,1,1,0,1,Reveal: Choose one non-Neutral Tenet for this card until Cleanup. It has no Brand.,Thrift Store flexible Fashion.,,data/v7_9_card_database.csv
HH-219,pre-v7.9,active,Thrift Store Throwback — Accessory,Thrift,Fashion,Accessory,Neutral,,2,1,1,1,0,1,Reveal: Choose one non-Neutral Tenet for this card until Cleanup. It has no Brand.,Thrift Store flexible Fashion.,,data/v7_9_card_database.csv
HH-220,pre-v7.9,active,Thrift Store Throwback — Accessory,Thrift,Fashion,Accessory,Neutral,,2,1,1,1,0,1,Reveal: Choose one non-Neutral Tenet for this card until Cleanup. It has no Brand.,Thrift Store flexible Fashion.,,data/v7_9_card_database.csv
HH-221,pre-v7.9,active,Wardrobe Malfunction,Penalty,Penalty,none,Neutral,,0,0,0,0,-1,1,Final Judging: −1 SP. Provides no other benefit.,Penalty supply.,,data/v7_9_card_database.csv
HH-222,pre-v7.9,active,Wardrobe Malfunction,Penalty,Penalty,none,Neutral,,0,0,0,0,-1,1,Final Judging: −1 SP. Provides no other benefit.,Penalty supply.,,data/v7_9_card_database.csv
HH-223,pre-v7.9,active,Wardrobe Malfunction,Penalty,Penalty,none,Neutral,,0,0,0,0,-1,1,Final Judging: −1 SP. Provides no other benefit.,Penalty supply.,,data/v7_9_card_database.csv
HH-224,pre-v7.9,active,Wardrobe Malfunction,Penalty,Penalty,none,Neutral,,0,0,0,0,-1,1,Final Judging: −1 SP. Provides no other benefit.,Penalty supply.,,data/v7_9_card_database.csv
HH-225,pre-v7.9,active,Wardrobe Malfunction,Penalty,Penalty,none,Neutral,,0,0,0,0,-1,1,Final Judging: −1 SP. Provides no other benefit.,Penalty supply.,,data/v7_9_card_database.csv
HH-226,pre-v7.9,active,The Chop,Penalty,Penalty,none,Neutral,,0,0,0,0,-1,1,Final Judging: −1 SP. Usually received after losing Dragdagulan†.,Penalty supply.,†,data/v7_9_card_database.csv
HH-227,pre-v7.9,active,The Chop,Penalty,Penalty,none,Neutral,,0,0,0,0,-1,1,Final Judging: −1 SP. Usually received after losing Dragdagulan†.,Penalty supply.,†,data/v7_9_card_database.csv
HH-228,pre-v7.9,active,The Chop,Penalty,Penalty,none,Neutral,,0,0,0,0,-1,1,Final Judging: −1 SP. Usually received after losing Dragdagulan†.,Penalty supply.,†,data/v7_9_card_database.csv
HH-229,pre-v7.9,active,The Chop,Penalty,Penalty,none,Neutral,,0,0,0,0,-1,1,Final Judging: −1 SP. Usually received after losing Dragdagulan†.,Penalty supply.,†,data/v7_9_card_database.csv
HH-230,pre-v7.9,active,The Chop,Penalty,Penalty,none,Neutral,,0,0,0,0,-1,1,Final Judging: −1 SP. Usually received after losing Dragdagulan†.,Penalty supply.,†,data/v7_9_card_database.csv
HH-231,pre-v7.9,active,The Chop,Penalty,Penalty,none,Neutral,,0,0,0,0,-1,1,Final Judging: −1 SP. Usually received after losing Dragdagulan†.,Penalty supply.,†,data/v7_9_card_database.csv
HH-232,pre-v7.9,active,The Chop,Penalty,Penalty,none,Neutral,,0,0,0,0,-1,1,Final Judging: −1 SP. Usually received after losing Dragdagulan†.,Penalty supply.,†,data/v7_9_card_database.csv
HH-233,pre-v7.9,active,The Chop,Penalty,Penalty,none,Neutral,,0,0,0,0,-1,1,Final Judging: −1 SP. Usually received after losing Dragdagulan†.,Penalty supply.,†,data/v7_9_card_database.csv
